dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown potentialLost avgPotentialLost
Jun 11th 07:25:24.702 UTC 2 15 40 724 716 1712.423 3076.734 0 916.6437 749.2592 0 0 51 0 0 685.527 2.764222
Jun 11th 07:24:28.925 UTC 3 8 0 496 492 1298.202 2170.85 0 186.4812 11.60601 0 0 66 0 0 0 NaN
Jun 11th 07:24:24.701 UTC 2 12 39 720 716 1705.4 3076.734 0 915.5344 748.5383 0 0 51 0 0 681.8482 2.760519
Jun 11th 07:23:28.924 UTC 3 9 0 496 489 1298.202 2159.847 0 186.4812 11.6185 0 0 66 0 0 0 NaN
Jun 11th 07:23:24.701 UTC 2 15 39 719 710 1703.541 3051.601 0 915.2985 747.7838 0 0 51 0 0 681.8482 2.760519
Jun 11th 07:22:28.924 UTC 3 8 0 491 489 1283.236 2159.847 0 186.37 11.63998 0 0 66 0 0 0 NaN
Jun 11th 07:22:24.690 UTC 2 15 38 717 708 1698.327 3041.386 0 914.9149 747.3659 0 0 51 0 0 678.7083 2.770238
Jun 11th 07:21:28.075 UTC 3 7 0 490 489 1280.536 2159.847 0 186.5059 11.64912 0 0 65 0 0 0 NaN
Jun 11th 07:21:24.702 UTC 2 15 40 715 706 1693.827 3029.461 0 914.5157 746.886 0 0 51 0 0 671.7408 2.775788
Jun 11th 07:20:28.086 UTC 3 8 0 490 486 1280.536 2141.151 0 186.5059 11.6817 0 0 65 0 0 0 NaN
Jun 11th 07:20:24.703 UTC 2 15 40 712 706 1684.782 3029.461 0 913.8358 746.886 0 0 51 0 0 662.7932 2.773193
Jun 11th 07:19:28.088 UTC 3 7 0 489 485 1278.696 2134.322 0 186.4039 11.7267 0 0 65 0 0 0 NaN
Jun 11th 07:19:24.700 UTC 2 15 39 709 703 1681.506 3011.454 0 913.1028 746.2412 0 0 51 0 0 662.7932 2.773193
Jun 11th 07:18:26.846 UTC 3 7 1 488 484 1276.896 2130.291 0 186.5098 11.74428 0 0 64 0 0 0 NaN
Jun 11th 07:18:24.694 UTC 2 15 38 708 700 1681.086 2997.656 0 912.8068 745.626 0 0 51 0 0 662.7932 2.773193
Jun 11th 07:17:24.697 UTC 2 15 40 706 698 1677.861 2989.726 0 912.2172 745.1765 0 0 51 0 0 654.7682 2.786247
Jun 11th 07:17:24.384 UTC 3 10 1 488 481 1276.896 2109.865 0 186.5098 11.74428 0 0 62 0 0 0 NaN
Jun 11th 07:16:24.703 UTC 2 14 40 704 697 1672.708 2983.474 0 912.0196 744.8834 0 0 51 0 0 654.7682 2.786247
Jun 11th 07:16:24.374 UTC 3 10 0 487 479 1275.816 2102.254 0 186.1385 11.78441 0 0 62 0 0 0 NaN
Jun 11th 07:15:24.704 UTC 2 14 40 702 694 1670.728 2969.49 0 911.6598 744.4244 0 0 51 0 0 647.1782 2.777589
Jun 11th 07:15:24.371 UTC 3 11 0 486 477 1269.978 2094.787 0 186.0543 11.79138 0 0 62 0 0 0 NaN
Jun 11th 07:14:24.701 UTC 2 15 40 701 690 1670.008 2948.168 0 911.4879 743.7247 0 0 51 0 0 641.7631 2.778195
Jun 11th 07:14:23.415 UTC 3 14 1 483 474 1262.064 2074.153 0 185.4239 11.79138 0 0 61 0 0 0 NaN
Jun 11th 07:13:24.690 UTC 2 15 40 698 689 1666.214 2945.918 0 910.9532 743.5398 0 0 51 0 0 634.553 2.783127
Jun 11th 07:13:23.404 UTC 3 15 0 480 472 1257.054 2066.696 0 184.8448 11.79828 0 0 61 0 0 0 NaN
Jun 11th 07:12:24.701 UTC 2 15 39 696 687 1663.612 2936.437 0 910.9116 743.177 0 0 51 0 0 628.6143 2.781479
Jun 11th 07:12:23.404 UTC 3 13 3 478 471 1249.419 2062.375 0 184.6255 11.25509 0 0 61 0 0 0 NaN
Jun 11th 07:11:24.702 UTC 2 15 35 691 686 1650.145 2930.964 0 910.6891 743.069 0 0 51 0 0 628.6143 2.781479
