dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown potentialLost avgPotentialLost
Jun 11th 11:33:19.220 UTC 3 13 0 487 479 1260.846 2199.527 0 195.9602 11.77003 0 0 73 0 0 0 NaN
Jun 11th 11:32:59.680 UTC 2 14 40 670 662 2069.502 2900.802 0 440.4481 266.2911 0 0 44 0 0 286.3727 0.6933964
Jun 11th 11:32:19.220 UTC 3 15 0 485 475 1253.14 2178.025 0 195.8242 11.7584 0 0 73 0 0 0 NaN
Jun 11th 11:31:59.680 UTC 2 15 39 667 660 2064.394 2891.704 0 422.0475 266.6713 0 0 44 0 0 285.4128 0.6927494
Jun 11th 11:31:18.455 UTC 3 14 1 483 474 1244.481 2173.089 0 195.5631 11.78972 0 0 72 0 0 0 NaN
Jun 11th 11:30:59.669 UTC 2 15 40 663 658 2056.954 2881.725 0 402.0662 267.1377 0 0 44 0 0 283.2527 0.6925495
Jun 11th 11:30:17.558 UTC 3 14 2 481 473 1242.591 2169.77 0 195.69 11.61999 0 0 71 0 0 0 NaN
Jun 11th 11:29:59.670 UTC 2 15 37 663 656 2056.954 2871.431 0 402.0662 267.8335 0 0 44 0 0 283.2527 0.6925495
Jun 11th 11:29:17.569 UTC 3 15 2 477 470 1233.073 2159.45 0 195.206 11.55881 0 0 71 0 0 0 NaN
Jun 11th 11:28:59.681 UTC 2 15 36 660 655 2050.356 2869.794 0 401.4329 268.174 0 0 44 0 0 283.2527 0.6925495
Jun 11th 11:28:17.569 UTC 3 14 1 475 469 1227.966 2154.877 0 195.6019 11.57762 0 0 71 0 0 0 NaN
Jun 11th 11:27:58.547 UTC 2 15 38 658 652 2046.285 2858.124 0 400.7121 229.0832 0 0 43 0 0 283.2527 0.6925495
Jun 11th 11:27:17.560 UTC 3 14 1 471 467 1210.618 2143.979 0 195.4476 11.57547 0 0 71 0 0 0 NaN
Jun 11th 11:26:58.550 UTC 2 15 38 657 648 2043.585 2834.931 0 400.9178 229.0054 0 0 43 0 0 283.2527 0.6925495
Jun 11th 11:26:17.559 UTC 3 13 1 471 465 1210.618 2136.879 0 195.4476 11.60254 0 0 71 0 0 0 NaN
Jun 11th 11:25:58.560 UTC 2 15 40 654 644 2035.643 2814.839 0 401.5398 228.5732 0 0 43 0 0 282.6527 0.6927763
Jun 11th 11:25:17.570 UTC 3 12 1 470 463 1208.983 2129.763 0 195.7054 11.65741 0 0 71 0 0 0 NaN
Jun 11th 11:24:58.550 UTC 2 15 38 652 644 2030.468 2814.839 0 402.3575 228.5732 0 0 43 0 0 282.6527 0.6927763
Jun 11th 11:24:17.568 UTC 3 12 0 468 460 1206.353 2111.876 0 195.5939 11.68317 0 0 71 0 0 0 NaN
Jun 11th 11:23:58.558 UTC 2 15 40 650 641 2026.178 2805.442 0 401.8698 229.4795 0 0 43 0 0 282.6527 0.6927763
Jun 11th 11:23:17.558 UTC 3 14 0 465 457 1201.258 2100.768 0 195.7215 11.70671 0 0 71 0 0 0 NaN
Jun 11th 11:22:58.547 UTC 2 15 38 649 640 2023.725 2801.622 0 402.2752 229.7173 0 0 43 0 0 280.0528 0.6914883
Jun 11th 11:22:17.566 UTC 3 13 0 463 456 1199.108 2097.252 0 195.6497 11.73493 0 0 71 0 0 0 NaN
Jun 11th 11:21:58.540 UTC 2 15 39 643 636 2005.904 2786.56 0 402.6736 229.7788 0 0 43 0 0 280.0528 0.6914883
Jun 11th 11:21:17.565 UTC 3 13 0 461 455 1192.044 2094.115 0 195.8775 11.75448 0 0 71 0 0 0 NaN
Jun 11th 11:20:58.540 UTC 2 14 38 642 634 2003.644 2781.428 0 402.8865 229.3964 0 0 43 0 0 280.0528 0.6914883
Jun 11th 11:20:16.853 UTC 3 11 0 458 454 1184.116 2085.588 0 196.1096 11.79251 0 0 70 0 0 0 NaN
Jun 11th 11:19:58.547 UTC 2 15 37 639 632 1993.708 2770.199 0 403.4136 229.7421 0 0 43 0 0 280.0528 0.6914883
Jun 11th 11:19:16.851 UTC 3 12 0 457 451 1182.776 2077.91 0 196.1429 11.8246 0 0 70 0 0 0 NaN
Jun 11th 11:18:58.549 UTC 2 14 36 635 631 1978.937 2766.768 0 404.7379 230.3624 0 0 43 0 0 280.0528 0.6914883
Jun 11th 11:18:16.841 UTC 3 9 1 454 451 1176.266 2077.91 0 196.2095 11.86131 0 0 70 0 0 0 NaN
Jun 11th 11:17:58.547 UTC 2 14 38 634 626 1976.282 2747.021 0 405.0059 231.5394 0 0 43 0 0 280.0528 0.6914883
Jun 11th 11:17:16.840 UTC 3 5 1 453 451 1172.283 2077.91 0 196.4702 11.9142 0 0 70 0 0 0 NaN
Jun 11th 11:16:57.691 UTC 2 15 41 633 622 1968.812 2724.396 0 405.446 232.2419 0 0 42 0 0 280.0528 0.69492
Jun 11th 11:16:16.851 UTC 3 3 0 452 451 1170.483 2077.91 0 196.5211 11.94363 0 0 70 0 0 0 NaN
Jun 11th 11:15:57.679 UTC 2 15 39 628 621 1953.755 2718.748 0 407.0538 232.5414 0 0 42 0 0 279.6508 0.6973834
Jun 11th 11:15:16.842 UTC 3 10 0 452 444 1170.483 2036.531 0 196.5211 11.94363 0 0 70 0 0 0 NaN
Jun 11th 11:14:57.679 UTC 2 15 38 627 620 1951.745 2713.416 0 406.9807 232.8199 0 0 42 0 0 275.1758 0.6931379
Jun 11th 11:14:16.842 UTC 3 10 0 450 444 1165.323 2036.531 0 196.5126 11.94363 0 0 70 0 0 0 NaN
Jun 11th 11:13:56.752 UTC 2 14 40 626 616 1945.771 2690.398 0 407.3251 234.297 0 0 41 0 0 275.1758 0.6931379
Jun 11th 11:13:16.842 UTC 3 9 0 450 443 1165.323 2029.843 0 196.5126 11.96253 0 0 70 0 0 0 NaN
Jun 11th 11:12:56.752 UTC 2 15 40 623 614 1936.603 2679.498 0 408.0338 234.5904 0 0 41 0 0 272.5757 0.6918166
Jun 11th 11:12:16.842 UTC 3 11 0 448 440 1158.903 2015.958 0 196.4103 11.98092 0 0 70 0 0 0 NaN
