dt1 dt2 dt3 dt4 controller drones queue deliveries fullTrips revenue costs penalties avgDelTime avgWaitTime fDel fRet fLaunch collisions unknown potentialLost avgPotentialLost
Jun 11th 21:48:09.438 UTC 3 15 1 496 488 1300.98 2222.201 0 187.3243 8.473195 0 0 67 0 0 0 NaN
Jun 11th 21:48:03.235 UTC 2 15 39 653 641 2113.247 2848.106 0 361.8247 192.5818 0 0 50 0 0 196.6205 0.5357506
Jun 11th 21:47:09.430 UTC 3 15 1 493 486 1297.055 2219.173 0 187.7958 8.425508 0 0 67 0 0 0 NaN
Jun 11th 21:47:03.249 UTC 2 15 41 650 640 2102.796 2843.894 0 362.1293 192.8501 0 0 50 0 0 192.3735 0.5299544
Jun 11th 21:46:09.439 UTC 3 12 1 490 486 1287.516 2219.173 0 187.7121 8.442476 0 0 67 0 0 0 NaN
Jun 11th 21:46:03.250 UTC 2 15 40 649 640 2102.796 2843.894 0 355.9191 192.8501 0 0 50 0 0 191.8103 0.5298628
Jun 11th 21:45:09.450 UTC 3 10 1 488 485 1283.225 2215.373 0 188.2229 8.469913 0 0 67 0 0 0 NaN
Jun 11th 21:45:03.245 UTC 2 15 40 646 638 2097.834 2838.737 0 351.7217 186.657 0 0 50 0 0 191.8103 0.5298628
Jun 11th 21:44:09.440 UTC 3 10 0 487 483 1279.547 2206.967 0 188.1203 8.490396 0 0 67 0 0 0 NaN
Jun 11th 21:44:03.244 UTC 2 15 39 641 638 2090.5 2838.737 0 338.8057 186.657 0 0 50 0 0 189.7034 0.5284217
Jun 11th 21:43:09.439 UTC 3 8 0 486 483 1274.349 2206.967 0 187.9721 8.519176 0 0 67 0 0 0 NaN
Jun 11th 21:43:03.243 UTC 2 13 39 639 637 2086.022 2833.832 0 339.3286 180.99 0 0 50 0 0 189.7034 0.5284217
Jun 11th 21:42:09.430 UTC 3 8 0 485 481 1271.694 2199.123 0 188.0324 8.533861 0 0 67 0 0 0 NaN
Jun 11th 21:42:03.243 UTC 2 13 39 638 634 2084.682 2819.041 0 338.3408 176.907 0 0 50 0 0 189.7034 0.5284217
Jun 11th 21:41:09.450 UTC 3 11 0 483 478 1264.957 2186.234 0 188.0945 8.533861 0 0 67 0 0 0 NaN
Jun 11th 21:41:03.245 UTC 2 15 36 638 629 2084.682 2795.746 0 338.3408 177.6558 0 0 50 0 0 189.7034 0.5284217
Jun 11th 21:40:09.440 UTC 3 12 0 482 474 1263.867 2167.978 0 188.3073 8.541817 0 0 67 0 0 0 NaN
Jun 11th 21:40:02.172 UTC 2 14 41 635 625 2077.895 2779.532 0 338.444 163.773 0 0 49 0 0 188.2202 0.5257547
Jun 11th 21:39:09.438 UTC 3 12 0 482 472 1263.867 2154.112 0 188.3073 8.562737 0 0 67 0 0 0 NaN
Jun 11th 21:39:02.172 UTC 2 15 40 633 622 2071.212 2762.944 0 339.1188 164.2798 0 0 49 0 0 187.0693 0.5240037
Jun 11th 21:38:09.438 UTC 3 11 0 480 471 1259.967 2150.621 0 188.4371 8.563105 0 0 67 0 0 0 NaN
Jun 11th 21:38:02.183 UTC 2 15 40 630 621 2062.854 2759.134 0 339.5947 163.6641 0 0 49 0 0 185.4608 0.5224248
Jun 11th 21:37:09.448 UTC 3 14 0 476 468 1247.764 2137.324 0 188.4241 8.563105 0 0 67 0 0 0 NaN
Jun 11th 21:37:02.173 UTC 2 15 39 627 619 2053.861 2750.192 0 340.0151 164.0926 0 0 49 0 0 182.7223 0.5190974
Jun 11th 21:36:09.437 UTC 3 12 1 473 468 1243.444 2137.324 0 188.5895 8.588362 0 0 67 0 0 0 NaN
Jun 11th 21:36:01.151 UTC 2 15 41 625 616 2048.447 2732.801 0 340.2666 164.5976 0 0 48 0 0 182.1346 0.5189019
Jun 11th 21:35:08.568 UTC 3 10 0 470 468 1229.626 2137.324 0 188.8226 8.596501 0 0 66 0 0 0 NaN
Jun 11th 21:35:01.152 UTC 2 15 38 621 616 2034.273 2732.801 0 340.9314 164.5976 0 0 48 0 0 182.1346 0.5189019
Jun 11th 21:34:08.588 UTC 3 8 0 470 467 1229.626 2135.348 0 188.8226 8.62467 0 0 66 0 0 0 NaN
Jun 11th 21:34:01.162 UTC 2 15 39 621 613 2034.273 2721.229 0 340.9314 165.2174 0 0 48 0 0 182.1346 0.5189019
Jun 11th 21:33:08.580 UTC 3 7 0 468 465 1223.843 2128.573 0 188.6698 8.638282 0 0 66 0 0 0 NaN
Jun 11th 21:33:01.152 UTC 2 13 39 618 612 2023.561 2716.188 0 341.307 165.7055 0 0 48 0 0 182.1346 0.5189019
